Source Selection Information - See FAR 2.101 and 3.104

,LOCATION,ICAO,COUNTRY/STATE,VENDOR NAME,REFUELING OPERATOR NAME,REFUELING OPERATOR ADDR,REFUELING OPERATOR PHONE,CONTRACT/SOLICIT NO/PR NO,CONTRACT PERIOD,LINE ITEM,PURCHASE PROGRAM,PRODUCT,ADDITIVES,MODE ID,QUANTITY,AWARD PRICE,TOTAL DOLLAR VALUE,
,TULSA INTL,KTUL,OK,AVFUEL CORP,ATLANTIC AVIATION,7501 EAST APACHE  TULSA  OK 74115,918-836-6592,SPE60723D0118,09/01/2023 - 03/31/2027,0004,23S,TURBINE FUELAVIATION JAA,FSII,AIRWF,001261500,4.228040,5333672.46,
,TULSA INTL,KTUL,OK,AVFUEL CORP,ATLANTIC AVIATION,7501 EAST APACHE  TULSA  OK 74115,918-836-6592,SPE60723D0118,09/01/2023 - 03/31/2027,0003,23S,OVERTIME FEE / CALL OUT FEE,,AIR,000000100,200.000000,20000.00,
,TULSA INTL,KTUL,OK,AVFUEL CORP,ATLANTIC AVIATION,7501 EAST APACHE  TULSA  OK 74115,918-836-6592,SPE60723D0118,09/01/2023 - 03/31/2027,0002,23S,FEDERAL EXCISE TAX,,AIR,001261500,.218000,275007.00,
,TULSA INTL,KTUL,OK,AVFUEL CORP,ATLANTIC AVIATION,7501 EAST APACHE  TULSA  OK 74115,918-836-6592,SPE60723D0118,09/01/2023 - 03/31/2027,0001,23S,TURBINE FUELAVIATION JAA,,AIR,001261500,4.078040,5144447.46,
,TULSA INTL,KTUL,OK,AVFUEL CORP,ATLANTIC AVIATION,7501 EAST APACHE  TULSA  OK 74115,918-836-6592,SPE60723D0118,09/01/2023 - 03/31/2027,0005,23S,FEDERAL EXCISE TAX,FSII,AIRWF,001261500,.218000,275007.00,
,TULSA INTL,KTUL,OK,AVFUEL CORP,ATLANTIC AVIATION,7501 EAST APACHE  TULSA  OK 74115,918-836-6592,SPE60723D0118,09/01/2023 - 03/31/2027,0006,23S,OVERTIME FEE / CALL OUT FEE,FSII,AIRWF,000000100,200.000000,20000.00,
,WILEY POST,KPWA,OK,AVFUEL CORP,ATLANTIC AVIATION,5901 PHILIP J. RHOADS AVE  BETHANY  OK 73008,405-787-4040,SPE60723D0099,07/01/2023 - 03/31/2027,0001,23S,TURBINE FUELAVIATION JAA,,AIR,000276000,3.953040,1091039.04,
,WILEY POST,KPWA,OK,AVFUEL CORP,ATLANTIC AVIATION,5901 PHILIP J. RHOADS AVE  BETHANY  OK 73008,405-787-4040,SPE60723D0099,07/01/2023 - 03/31/2027,0002,23S,FEDERAL EXCISE TAX,,AIR,000276000,.218000,60168.00,
,WILEY POST,KPWA,OK,AVFUEL CORP,ATLANTIC AVIATION,5901 PHILIP J. RHOADS AVE  BETHANY  OK 73008,405-787-4040,SPE60723D0099,07/01/2023 - 03/31/2027,0003,23S,OVERTIME FEE / CALL OUT FEE,,AIR,000000100,150.000000,15000.00,
,WILEY POST,KPWA,OK,AVFUEL CORP,ATLANTIC AVIATION,5901 PHILIP J. RHOADS AVE  BETHANY  OK 73008,405-787-4040,SPE60723D0099,07/01/2023 - 03/31/2027,0004,23S,TURBINE FUELAVIATION JAA,FSII,AIRWF,000276000,4.053040,1118639.04,
,WILEY POST,KPWA,OK,AVFUEL CORP,ATLANTIC AVIATION,5901 PHILIP J. RHOADS AVE  BETHANY  OK 73008,405-787-4040,SPE60723D0099,07/01/2023 - 03/31/2027,0005,23S,FEDERAL EXCISE TAX,FSII,AIRWF,000276000,.218000,60168.00,
,WILEY POST,KPWA,OK,AVFUEL CORP,ATLANTIC AVIATION,5901 PHILIP J. RHOADS AVE  BETHANY  OK 73008,405-787-4040,SPE60723D0099,07/01/2023 - 03/31/2027,0006,23S,OVERTIME FEE / CALL OUT FEE,FSII,AIRWF,000000100,150.000000,15000.00,
,WILL ROGERS WORLD,KOKC,OK,AAR AIRCRAFT SERVICES  INC.,AAR AIRCRAFT SERVICES,6611 S MERIDIAN AVE OKLAHOMA CITY OKLAHOMA 73159,405-218-3160,SPE60723D0088,07/01/2023 - 03/31/2027,0006,23S,OVERTIME FEE / CALL OUT FEE,FSII,AIRWF,000000100,150.000000,15000.00,
,WILL ROGERS WORLD,KOKC,OK,AAR AIRCRAFT SERVICES  INC.,AAR AIRCRAFT SERVICES,6611 S MERIDIAN AVE OKLAHOMA CITY OKLAHOMA 73159,405-218-3160,SPE60723D0088,07/01/2023 - 03/31/2027,0002,23S,FEDERAL EXCISE TAX,,AIR,008708936,.218000,1898548.05,
,WILL ROGERS WORLD,KOKC,OK,AAR AIRCRAFT SERVICES  INC.,AAR AIRCRAFT SERVICES,6611 S MERIDIAN AVE OKLAHOMA CITY OKLAHOMA 73159,405-218-3160,SPE60723D0088,07/01/2023 - 03/31/2027,0001,23S,TURBINE FUELAVIATION JAA,,AIR,008708936,3.628443,31599877.87,
,WILL ROGERS WORLD,KOKC,OK,AAR AIRCRAFT SERVICES  INC.,AAR AIRCRAFT SERVICES,6611 S MERIDIAN AVE OKLAHOMA CITY OKLAHOMA 73159,405-218-3160,SPE60723D0088,07/01/2023 - 03/31/2027,0005,23S,FEDERAL EXCISE TAX,FSII,AIRWF,008708936,.218000,1898548.05,
,WILL ROGERS WORLD,KOKC,OK,AAR AIRCRAFT SERVICES  INC.,AAR AIRCRAFT SERVICES,6611 S MERIDIAN AVE OKLAHOMA CITY OKLAHOMA 73159,405-218-3160,SPE60723D0088,07/01/2023 - 03/31/2027,0003,23S,OVERTIME FEE / CALL OUT FEE,,AIR,000000100,150.000000,15000.00,
,WILL ROGERS WORLD,KOKC,OK,AAR AIRCRAFT SERVICES  INC.,AAR AIRCRAFT SERVICES,6611 S MERIDIAN AVE OKLAHOMA CITY OKLAHOMA 73159,405-218-3160,SPE60723D0088,07/01/2023 - 03/31/2027,0004,23S,TURBINE FUELAVIATION JAA,FSII,AIRWF,008708936,3.628443,31599877.87,
,KLAMATH FALLS KINGSLEY FLD,KLMT,OR,AVFUEL CORP,CENTURY AVIATION,2901 AIRPORT WAY KLAMATH FALLS OREGON 97603,541-882-3151,SPE60722D0060,07/01/2022 - 03/31/2026,0001,23W,TURBINE FUELAVIATION JAA,,AIR,000959808,4.195853,4027213.28,
,KLAMATH FALLS KINGSLEY FLD,KLMT,OR,AVFUEL CORP,CENTURY AVIATION,2901 AIRPORT WAY KLAMATH FALLS OREGON 97603,541-882-3151,SPE60722D0060,07/01/2022 - 03/31/2026,0002,23W,FEDERAL EXCISE TAX,,AIR,000959808,.218000,209238.14,
,KLAMATH FALLS KINGSLEY FLD,KLMT,OR,AVFUEL CORP,CENTURY AVIATION,2901 AIRPORT WAY KLAMATH FALLS OREGON 97603,541-882-3151,SPE60722D0060,07/01/2022 - 03/31/2026,0003,23W,OVERTIME FEE / CALL OUT FEE,,AIR,000000030,150.000000,4500.00,
,KLAMATH FALLS KINGSLEY FLD,KLMT,OR,AVFUEL CORP,CENTURY AVIATION,2901 AIRPORT WAY KLAMATH FALLS OREGON 97603,541-882-3151,SPE60722D0060,07/01/2022 - 03/31/2026,0004,23W,TURBINE FUELAVIATION JAA,FSII,AIRWF,000959808,4.255853,4084801.76,
,KLAMATH FALLS KINGSLEY FLD,KLMT,OR,AVFUEL CORP,CENTURY AVIATION,2901 AIRPORT WAY KLAMATH FALLS OREGON 97603,541-882-3151,SPE60722D0060,07/01/2022 - 03/31/2026,0005,23W,FEDERAL EXCISE TAX,FSII,AIRWF,000959808,.218000,209238.14,
,KLAMATH FALLS KINGSLEY FLD,KLMT,OR,AVFUEL CORP,CENTURY AVIATION,2901 AIRPORT WAY KLAMATH FALLS OREGON 97603,541-882-3151,SPE60722D0060,07/01/2022 - 03/31/2026,0006,23W,OVERTIME FEE / CALL OUT FEE,FSII,AIRWF,000000030,150.000000,4500.00,
,LA GRANDE UNION COUNTY AIRPORT,KLGD,OR,EASTERN AVIATION FUELS  INC.,UNION COUNTY AIRPORT,10513 N MCALISTER RD. LAGRANDE  OR 97850,541-963-1016,SPE60722D0109,10/01/2022 - 03/31/2026,0005,23W,FEDERAL EXCISE TAX,FSII,AIRWF,000325420,.218000,70941.56,
,LA GRANDE UNION COUNTY AIRPORT,KLGD,OR,EASTERN AVIATION FUELS  INC.,UNION COUNTY AIRPORT,10513 N MCALISTER RD. LAGRANDE  OR 97850,541-963-1016,SPE60722D0109,10/01/2022 - 03/31/2026,0004,23W,TURBINE FUELAVIATION JAA,FSII,AIRWF,000325420,4.627068,1505740.47,
,LA GRANDE UNION COUNTY AIRPORT,KLGD,OR,EASTERN AVIATION FUELS  INC.,UNION COUNTY AIRPORT,10513 N MCALISTER RD. LAGRANDE  OR 97850,541-963-1016,SPE60722D0109,10/01/2022 - 03/31/2026,0006,,OVERTIME FEE / CALL OUT FEE,FSII,AIRWF,000000100,75.000000,7500.00,
,LA GRANDE UNION COUNTY AIRPORT,KLGD,OR,EASTERN AVIATION FUELS  INC.,UNION COUNTY AIRPORT,10513 N MCALISTER RD. LAGRANDE  OR 97850,541-963-1016,SPE60722D0109,10/01/2022 - 03/31/2026,0002,23W,FEDERAL EXCISE TAX,,AIR,000425420,.218000,92741.56,
,LA GRANDE UNION COUNTY AIRPORT,KLGD,OR,EASTERN AVIATION FUELS  INC.,UNION COUNTY AIRPORT,10513 N MCALISTER RD. LAGRANDE  OR 97850,541-963-1016,SPE60722D0109,10/01/2022 - 03/31/2026,0001,23W,TURBINE FUELAVIATION JAA,,AIR,000495420,4.627068,2292342.03,
,LA GRANDE UNION COUNTY AIRPORT,KLGD,OR,EASTERN AVIATION FUELS  INC.,UNION COUNTY AIRPORT,10513 N MCALISTER RD. LAGRANDE  OR 97850,541-963-1016,SPE60722D0109,10/01/2022 - 03/31/2026,0003,23W,OVERTIME FEE / CALL OUT FEE,,AIR,000000100,75.000000,7500.00,
,PORTLAND INTERNATIONAL AIRPORT,KPDX,OR,AVFUEL CORP,ATLANTIC AVIATION OREGON,8089 NE AIRPORT WAY PORTLAND  OR 97218,503-331-4220,SPE60722D0087,07/01/2022 - 03/31/2026,0002,23W,FEDERAL EXCISE TAX,,AIR,001195136,.218000,260539.65,
,PORTLAND INTERNATIONAL AIRPORT,KPDX,OR,AVFUEL CORP,ATLANTIC AVIATION OREGON,8089 NE AIRPORT WAY PORTLAND  OR 97218,503-331-4220,SPE60722D0087,07/01/2022 - 03/31/2026,0001,23W,TURBINE FUELAVIATION JAA,,AIR,001195136,3.754123,4486687.55,
,PORTLAND INTERNATIONAL AIRPORT,KPDX,OR,AVFUEL CORP,ATLANTIC AVIATION OREGON,8089 NE AIRPORT WAY PORTLAND  OR 97218,503-331-4220,SPE60722D0087,07/01/2022 - 03/31/2026,0004,23W,FEDERAL EXCISE TAX,,AIR,001195136,.218000,260539.65,
,PORTLAND INTERNATIONAL AIRPORT,KPDX,OR,AVFUEL CORP,ATLANTIC AVIATION OREGON,8089 NE AIRPORT WAY PORTLAND  OR 97218,503-331-4220,SPE60722D0087,07/01/2022 - 03/31/2026,0003,23W,TURBINE FUELAVIATION JAA,FSII,AIRWF,001195136,3.904123,4665957.95,
,ROBERTS FIELD,KRDM,OR,EASTERN AVIATION FUELS  INC.,SKYSERVICE AVIATION,1050 SE SISTERS AV REDMOND  OR 97756,913-485-9675,SPE60726D0047,04/01/2026 - 03/31/2029,0003,,FSII Additive,FSII,AIRWF,000689561,.100000,68956.10,
,ROBERTS FIELD,KRDM,OR,EASTERN AVIATION FUELS  INC.,SKYSERVICE AVIATION,1050 SE SISTERS AV REDMOND  OR 97756,913-485-9675,SPE60726D0047,04/01/2026 - 03/31/2029,0001,23W,TURBINE FUELAVIATION JAA,,AIR,000689561,6.325061,4361515.39,
,ROBERTS FIELD,KRDM,OR,EASTERN AVIATION FUELS  INC.,SKYSERVICE AVIATION,1050 SE SISTERS AV REDMOND  OR 97756,913-485-9675,SPE60726D0047,04/01/2026 - 03/31/2029,0002,23W,FEDERAL EXCISE TAX,,AIR,000689561,.218000,150324.30,
,ROGUE VALLEY INTERNATIONAL AIRPORT,KMFR,OR,FREEMAN HOLDINGS OF OREGON LLC,MILLION AIR MEDFORD,2040 MILLIGAN WAY SUITE 100 MEDFORD OR 97504,541-842-2254,SPE60722D0061,07/01/2022 - 03/31/2026,0001,23W,TURBINE FUELAVIATION JAA,,AIR,002604056,3.954140,10296801.99,
,ROGUE VALLEY INTERNATIONAL AIRPORT,KMFR,OR,FREEMAN HOLDINGS OF OREGON LLC,MILLION AIR MEDFORD,2040 MILLIGAN WAY SUITE 100 MEDFORD OR 97504,541-842-2254,SPE60722D0061,07/01/2022 - 03/31/2026,0002,23W,FEDERAL EXCISE TAX,,AIR,002990056,.218000,651832.21,
,ROGUE VALLEY INTERNATIONAL AIRPORT,KMFR,OR,FREEMAN HOLDINGS OF OREGON LLC,MILLION AIR MEDFORD,2040 MILLIGAN WAY SUITE 100 MEDFORD OR 97504,541-842-2254,SPE60722D0061,07/01/2022 - 03/31/2026,0003,23W,TURBINE FUELAVIATION JAA,FSII,AIRWF,000930056,4.054140,3770577.23,
,ROGUE VALLEY INTERNATIONAL AIRPORT,KMFR,OR,FREEMAN HOLDINGS OF OREGON LLC,MILLION AIR MEDFORD,2040 MILLIGAN WAY SUITE 100 MEDFORD OR 97504,541-842-2254,SPE60722D0061,07/01/2022 - 03/31/2026,0004,23W,FEDERAL EXCISE TAX,FSII,AIRWF,000930056,.218000,202752.21,
,ROGUE VALLEY INTERNATIONAL AIRPORT,KMFR,OR,FREEMAN HOLDINGS OF OREGON LLC,FREEMAN HOLDINGS OF OREGO,2040 MILLIGAN WAY  SUITE 100  MEDFORD OR 97504,5418422254,SPE60726D0017,04/01/2026 - 03/31/2029,0003,23W,FSII Additive,FSII,AIRWF,004776000,.120000,573120.00,
,ROGUE VALLEY INTERNATIONAL AIRPORT,KMFR,OR,FREEMAN HOLDINGS OF OREGON LLC,FREEMAN HOLDINGS OF OREGO,2040 MILLIGAN WAY  SUITE 100  MEDFORD OR 97504,5418422254,SPE60726D0017,04/01/2026 - 03/31/2029,0002,23W,FEDERAL EXCISE TAX,,,004776000,.218000,1041168.00,
,ROGUE VALLEY INTERNATIONAL AIRPORT,KMFR,OR,FREEMAN HOLDINGS OF OREGON LLC,FREEMAN HOLDINGS OF OREGO,2040 MILLIGAN WAY  SUITE 100  MEDFORD OR 97504,5418422254,SPE60726D0017,04/01/2026 - 03/31/2029,0001,23W,TURBINE FUELAVIATION JAA,,AIR,004776000,4.768830,22775932.08,
,ARNOLD PALMER RGNL (LATROBE),KLBE,PA,WORLD FUEL SERVICES  INC.,LAUREL HIGHLANDS JET CENT,148 AVIATION LANE SUITE 109 LATROBE PA 15650,724-539-4533,SPE60725D0155,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,000275692,3.034390,836557.05,
,ARNOLD PALMER RGNL (LATROBE),KLBE,PA,WORLD FUEL SERVICES  INC.,LAUREL HIGHLANDS JET CENT,148 AVIATION LANE SUITE 109 LATROBE PA 15650,724-539-4533,SPE60725D0155,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,,AIR,000275692,.218000,60100.86,
,ARNOLD PALMER RGNL (LATROBE),KLBE,PA,WORLD FUEL SERVICES  INC.,LAUREL HIGHLANDS JET CENT,148 AVIATION LANE SUITE 109 LATROBE PA 15650,724-539-4533,SPE60725D0155,10/01/2025 - 03/31/2029,0003,23E,FSII Additive,FSII,AIRWF,000275692,.060000,16541.52,
,HARRISBURG INTERNATIONAL,KMDT,PA,AVFUEL CORP,AVFLIGHT HARRISBURG,3 TERMINAL DRIVE MIDDLETOWN PENNSYLVANIA 17057,7179444666,SPE60725D0106,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,000787456,4.059890,3196984.74,
,HARRISBURG INTERNATIONAL,KMDT,PA,AVFUEL CORP,AVFLIGHT HARRISBURG,3 TERMINAL DRIVE MIDDLETOWN PENNSYLVANIA 17057,7179444666,SPE60725D0106,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,,AIR,000787456,.218000,171665.41,
,HARRISBURG INTERNATIONAL,KMDT,PA,AVFUEL CORP,AVFLIGHT HARRISBURG,3 TERMINAL DRIVE MIDDLETOWN PENNSYLVANIA 17057,7179444666,SPE60725D0106,10/01/2025 - 03/31/2029,0003,23E,FSII Additive,FSII,AIRWF,000787456,.120000,94494.72,
,JOHN MURTHA JOHNSTOWN CAMBRIA CO,KJST,PA,WORLD FUEL SERVICES  INC.,NULTON AVIATION SERVICES,469 AIRPORT ROAD JOHNSTOWN PA 15904,8144757509,SPE60725D0143,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,,AIR,001152776,.218000,251305.17,
,JOHN MURTHA JOHNSTOWN CAMBRIA CO,KJST,PA,WORLD FUEL SERVICES  INC.,NULTON AVIATION SERVICES,469 AIRPORT ROAD JOHNSTOWN PA 15904,8144757509,SPE60725D0143,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,001152776,4.016770,4630436.05,
,JOHN MURTHA JOHNSTOWN CAMBRIA CO,KJST,PA,WORLD FUEL SERVICES  INC.,NULTON AVIATION SERVICES,469 AIRPORT ROAD JOHNSTOWN PA 15904,8144757509,SPE60725D0143,10/01/2025 - 03/31/2029,0003,23E,FSII Additive,FSII,AIRWF,001152776,.080000,92222.08,
,PITTSBURGH IAP,KPIT,PA,AVFUEL CORP,ATLANTIC AVIATION PIT,300 HORIZON DRIVE MOON TOWNSHIP PA 15108,412-472-6700,SPE60725D0108,10/01/2025 - 03/31/2029,0003,23E,FSII Additive,,,001295936,.150000,194390.40,
,PITTSBURGH IAP,KPIT,PA,AVFUEL CORP,ATLANTIC AVIATION PIT,300 HORIZON DRIVE MOON TOWNSHIP PA 15108,412-472-6700,SPE60725D0108,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,001295936,4.172390,5407150.41,
,PITTSBURGH IAP,KPIT,PA,AVFUEL CORP,ATLANTIC AVIATION PIT,300 HORIZON DRIVE MOON TOWNSHIP PA 15108,412-472-6700,SPE60725D0108,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,,AIR,001295936,.218000,282514.05,
,WILKES BARRE SCRANTON INTL,KAVP,PA,EASTERN AVIATION FUELS  INC.,AVIATION TECH DBA ASCENSI,101 HANGAR RD AVOCA PA 18641,5706555999,SPE60725D0128,10/01/2025 - 03/31/2029,0003,23E,FSII Additive,FSII,AIRWF,000498140,.150000,74721.00,
,WILKES BARRE SCRANTON INTL,KAVP,PA,EASTERN AVIATION FUELS  INC.,AVIATION TECH DBA ASCENSI,101 HANGAR RD AVOCA PA 18641,5706555999,SPE60725D0128,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,,AIR,000498140,.218000,108594.52,
,WILKES BARRE SCRANTON INTL,KAVP,PA,EASTERN AVIATION FUELS  INC.,AVIATION TECH DBA ASCENSI,101 HANGAR RD AVOCA PA 18641,5706555999,SPE60725D0128,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,000498140,4.315789,2149867.13,
,WILKES BARRE SCRANTON INTL,KAVP,PA,EASTERN AVIATION FUELS  INC.,AVIATION TECH DBA ASCENSI,101 HANGAR RD AVOCA PA 18641,5706555999,SPE60725D0128,10/01/2025 - 03/31/2029,0004,23E,OVERTIME FEE / CALL OUT FEE,,AIR,000000100,200.000000,20000.00,
,QUONSET STATE,KOQU,RI,EASTERN AVIATION FUELS  INC.,FLIGHT LEVEL AVIATION,150 AIRPORT STREET NORTH KINGSTOWN RH 02852,4012955020,SPE60725D0147,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,000406348,4.848941,1970357.48,
,QUONSET STATE,KOQU,RI,EASTERN AVIATION FUELS  INC.,FLIGHT LEVEL AVIATION,150 AIRPORT STREET NORTH KINGSTOWN RH 02852,4012955020,SPE60725D0147,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,,AIR,000406348,.218000,88583.86,
,QUONSET STATE,KOQU,RI,EASTERN AVIATION FUELS  INC.,FLIGHT LEVEL AVIATION,150 AIRPORT STREET NORTH KINGSTOWN RH 02852,4012955020,SPE60725D0147,10/01/2025 - 03/31/2029,0004,23E,OVERTIME FEE / CALL OUT FEE,,AIR,000000100,150.000000,15000.00,
,QUONSET STATE,KOQU,RI,EASTERN AVIATION FUELS  INC.,FLIGHT LEVEL AVIATION,150 AIRPORT STREET NORTH KINGSTOWN RH 02852,4012955020,SPE60725D0147,10/01/2025 - 03/31/2029,0003,23E,FSII Additive,FSII,AIRWF,000406348,.100000,40634.80,
,CHARLESTON AFB INTL,KCHS,SC,SIGNATURE FLIGHT SUPPORT LLC,SIGNATURE FLIGHT SUPPORT,5875 S AVIATION AVE  NORTH CHARLESTON  SC 29406,843-414-9200,SPE60725D0174,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,000977712,3.570700,3491116.24,
,CHARLESTON AFB INTL,KCHS,SC,SIGNATURE FLIGHT SUPPORT LLC,SIGNATURE FLIGHT SUPPORT,5875 S AVIATION AVE  NORTH CHARLESTON  SC 29406,843-414-9200,SPE60725D0174,10/01/2025 - 03/31/2029,0003,23E,FSII Additive,FSII,AIRWF,000977712,.100000,97771.20,
,CHARLESTON AFB INTL,KCHS,SC,SIGNATURE FLIGHT SUPPORT LLC,SIGNATURE FLIGHT SUPPORT,5875 S AVIATION AVE  NORTH CHARLESTON  SC 29406,843-414-9200,SPE60725D0174,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,,AIR,000977712,.218000,213141.22,
,COLUMBIA METROPOLITAN,KCAE,SC,EASTERN AVIATION FUELS  INC.,EAGLE AVIATION,2861 AVIATION WAY  WEST COLUMBIA  SC 29170,803-822-5555,SPE60725D0175,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,005163536,2.930129,15129826.58,
,COLUMBIA METROPOLITAN,KCAE,SC,EASTERN AVIATION FUELS  INC.,EAGLE AVIATION,2861 AVIATION WAY  WEST COLUMBIA  SC 29170,803-822-5555,SPE60725D0175,10/01/2025 - 03/31/2029,0003,23E,FSII Additive,FSII,AIRWF,005163536,.100000,516353.60,
,COLUMBIA METROPOLITAN,KCAE,SC,EASTERN AVIATION FUELS  INC.,EAGLE AVIATION,2861 AVIATION WAY  WEST COLUMBIA  SC 29170,803-822-5555,SPE60725D0175,10/01/2025 - 03/31/2029,0002,,FEDERAL EXCISE TAX,,AIR,005163536,.218000,1125650.85,
,DONALDSON CENTER (GREENVILLE),KGYH,SC,EASTERN AVIATION FUELS  INC.,VANTAGE AVIATION,126 CLUB LOOP GREENVILLE SOUTH CAROLINA 29605,8642778184,SPE60725D0179,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,FSII,AIRWF,001209180,.218000,263601.24,
,DONALDSON CENTER (GREENVILLE),KGYH,SC,EASTERN AVIATION FUELS  INC.,VANTAGE AVIATION,126 CLUB LOOP GREENVILLE SOUTH CAROLINA 29605,8642778184,SPE60725D0179,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,FSII,AIRWF,001209180,4.455430,5387416.85,
,GRAND STRAND,KCRE,SC,COUNTY OF HORRY,COUNTY OF HORROR,2800 TERMINAL STREET NORTH MYRTLE BEACH SC 29582,843-957-7011,SPE60725D0107,10/01/2025 - 03/31/2029,0003,23E,FSII Additive,FSII,AIR,000306264,.090000,27563.76,
,GRAND STRAND,KCRE,SC,COUNTY OF HORRY,COUNTY OF HORROR,2800 TERMINAL STREET NORTH MYRTLE BEACH SC 29582,843-957-7011,SPE60725D0107,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,,AIR,000306264,.218000,66765.55,
,GRAND STRAND,KCRE,SC,COUNTY OF HORRY,COUNTY OF HORROR,2800 TERMINAL STREET NORTH MYRTLE BEACH SC 29582,843-957-7011,SPE60725D0107,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,000306264,3.627374,1110934.07,
,GREENVILLE SPARTANBURG INTL,KGSP,SC,WORLD FUEL SERVICES  INC.,CERULEAN AVIATION,1240 GSP DRIVE  GREER  SC 29651,864-848-6224,SPE60725D0109,10/01/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,001269052,3.664150,4649996.89,
,GREENVILLE SPARTANBURG INTL,KGSP,SC,WORLD FUEL SERVICES  INC.,CERULEAN AVIATION,1240 GSP DRIVE  GREER  SC 29651,864-848-6224,SPE60725D0109,10/01/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,,AIR,001269052,.218000,276653.34,
,GREENVILLE SPARTANBURG INTL,KGSP,SC,WORLD FUEL SERVICES  INC.,CERULEAN AVIATION,1240 GSP DRIVE  GREER  SC 29651,864-848-6224,SPE60725D0109,10/01/2025 - 03/31/2029,0003,23E,FSII Additive,FSII,AIRWF,001269052,.100000,126905.20,
,MYRTLE BEACH INTERNATIONAL,KMYR,SC,COUNTY OF HORRY,COUNTY OF HORRY,1250 AIRDOME AVE MYRTLE BEACH SC 29577,8439577011,SPE60726D0021,12/22/2025 - 03/31/2029,0003,23E,FSII Additive,FSII,AIRWF,000050000,.090000,4500.00,
,MYRTLE BEACH INTERNATIONAL,KMYR,SC,COUNTY OF HORRY,COUNTY OF HORRY,1250 AIRDOME AVE MYRTLE BEACH SC 29577,8439577011,SPE60726D0021,12/22/2025 - 03/31/2029,0001,23E,TURBINE FUELAVIATION JAA,,AIR,000150000,3.627374,544106.10,
,MYRTLE BEACH INTERNATIONAL,KMYR,SC,COUNTY OF HORRY,COUNTY OF HORRY,1250 AIRDOME AVE MYRTLE BEACH SC 29577,8439577011,SPE60726D0021,12/22/2025 - 03/31/2029,0002,23E,FEDERAL EXCISE TAX,,AIR,000050000,.218000,10900.00,
,JOE FOSS FIELD REGIONAL AIRPORT,KFSD,SD,MAVERICK AIR CENTER LLC,MAVERICK AIR CENTER,4201 N MAVERICK PLACE SIOUX FALLS SD 57104,6053125680,SPE60725D0030,04/01/2025 - 09/30/2028,0002,23C,FEDERAL EXCISE TAX,FSII,AIRWF,000677432,.218000,147680.18,
,JOE FOSS FIELD REGIONAL AIRPORT,KFSD,SD,MAVERICK AIR CENTER LLC,MAVERICK AIR CENTER,4201 N MAVERICK PLACE SIOUX FALLS SD 57104,6053125680,SPE60725D0030,04/01/2025 - 09/30/2028,0001,23C,TURBINE FUELAVIATION JAA,FSII,AIRWF,000677432,3.128483,2119334.50,
,JOE FOSS FIELD REGIONAL AIRPORT,KFSD,SD,MAVERICK AIR CENTER LLC,MAVERICK AIR CENTER,4201 N MAVERICK PLACE SIOUX FALLS SD 57104,6053125680,SPE60725D0030,08/27/2025 - 09/30/2028,0004,23C,FEDERAL EXCISE TAX,,AIR,000677432,.218000,147680.18,
,JOE FOSS FIELD REGIONAL AIRPORT,KFSD,SD,MAVERICK AIR CENTER LLC,MAVERICK AIR CENTER,4201 N MAVERICK PLACE SIOUX FALLS SD 57104,6053125680,SPE60725D0030,08/27/2025 - 09/30/2028,0003,23C,TURBINE FUELAVIATION JAA,,AIR,000677432,3.128483,2119334.50,
,RAPID CITY REGIONAL,KRAP,SD,PHILLIPS 66 COMPANY,PHILLIP 66,4190 WESTJET DRIVE RAPID CITY  SD 57703,6053932500,SPE60725D0057,04/01/2025 - 09/30/2028,0001,23C,TURBINE FUELAVIATION JAA,FSII,AIRWF,001245952,4.743483,5910152.13,
